image_id,accessory,source_sheet,original_media,extracted_file,thumbnail_file,width_px,height_px,picture_name,description_from_excel,anchor,related_text_context,caption_status,suggested_alt_text,metadata_json
IMG-041,SHOES,SHOES,xl/media/image39.jpeg,images/original/image39.jpeg,images/thumbnails/IMG-041.png,873,556,Picture 6,,from R4C19 | to R28C23,1. Need jumping P/L at bottom if there's logo. | 2. Please add offset 0.3mm (clearance to leg) per side | 3. Arrange layout R-R and L-L and add flag on runner to make trimming process easier | 4. Tampo issue- Ensure gate position not at side area bookmask (will affect paint issue),Needs caption for text-only RAG,Visual reference for SHOES accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""SHOES"", ""media_path"": ""xl/media/image39.jpeg"", ""anchor"": {""from"": {""col"": 18, ""colOff"": 19751, ""row"": 3, ""rowOff"": 276225}, ""to"": {""col"": 22, ""colOff"": 80025, ""row"": 27, ""rowOff"": 17084}}}"
IMG-042,SHOES,SHOES,xl/media/image40.png,images/original/image40.png,images/thumbnails/IMG-042.png,654,711,Picture 2,,from R4C19 | to R28C23,1. Need jumping P/L at bottom if there's logo. | 2. Please add offset 0.3mm (clearance to leg) per side | 3. Arrange layout R-R and L-L and add flag on runner to make trimming process easier | 4. Tampo issue- Ensure gate position not at side area bookmask (will affect paint issue),Needs caption for text-only RAG,Visual reference for SHOES accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""SHOES"", ""media_path"": ""xl/media/image40.png"", ""anchor"": {""from"": {""col"": 18, ""colOff"": 19751, ""row"": 3, ""rowOff"": 276225}, ""to"": {""col"": 22, ""colOff"": 80025, ""row"": 27, ""rowOff"": 17084}}}"
IMG-043,SHOES,SHOES,xl/media/image44.png,images/original/image44.png,images/thumbnails/IMG-043.png,358,750,Picture 19,,from R4C24 | to R16C27,1. Need jumping P/L at bottom if there's logo. | 2. Please add offset 0.3mm (clearance to leg) per side | 3. Arrange layout R-R and L-L and add flag on runner to make trimming process easier | 4. Tampo issue- Ensure gate position not at side area bookmask (will affect paint issue),Needs caption for text-only RAG,Visual reference for SHOES accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""SHOES"", ""media_path"": ""xl/media/image44.png"", ""anchor"": {""from"": {""col"": 23, ""colOff"": 285751, ""row"": 3, ""rowOff"": 304799}, ""to"": {""col"": 26, ""colOff"": 157623, ""row"": 15, ""rowOff"": 56256}}}"
IMG-044,SHOES,SHOES,xl/media/image52.png,images/original/image52.png,images/thumbnails/IMG-044.png,547,427,Picture 39,,from R12C13 | to R21C18,1. Need jumping P/L at bottom if there's logo. | 2. Please add offset 0.3mm (clearance to leg) per side | 3. Arrange layout R-R and L-L and add flag on runner to make trimming process easier | 4. Tampo issue- Ensure gate position not at side area bookmask (will affect paint issue),Needs caption for text-only RAG,Visual reference for SHOES accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""SHOES"", ""media_path"": ""xl/media/image52.png"", ""anchor"": {""from"": {""col"": 12, ""colOff"": 100853, ""row"": 11, ""rowOff"": 392206}, ""to"": {""col"": 17, ""colOff"": 410066, ""row"": 20, ""rowOff"": 79458}}}"
IMG-045,SHOES,SHOES,xl/media/image38.png,images/original/image38.png,images/thumbnails/IMG-045.png,442,255,Picture 4,,from R15C2 | to R22C5,1. Need jumping P/L at bottom if there's logo. | 2. Please add offset 0.3mm (clearance to leg) per side | 3. Arrange layout R-R and L-L and add flag on runner to make trimming process easier | 4. Tampo issue- Ensure gate position not at side area bookmask (will affect paint issue),Needs caption for text-only RAG,Visual reference for SHOES accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""SHOES"", ""media_path"": ""xl/media/image38.png"", ""anchor"": {""from"": {""col"": 1, ""colOff"": 66747, ""row"": 14, ""rowOff"": 133349}, ""to"": {""col"": 4, ""colOff"": 466774, ""row"": 21, ""rowOff"": 76200}}}"
IMG-046,SHOES,SHOES,xl/media/image46.png,images/original/image46.png,images/thumbnails/IMG-046.png,334,355,Picture 25,,from R15C6 | to R24C8,1. Need jumping P/L at bottom if there's logo. | 2. Please add offset 0.3mm (clearance to leg) per side | 3. Arrange layout R-R and L-L and add flag on runner to make trimming process easier | 4. Tampo issue- Ensure gate position not at side area bookmask (will affect paint issue),Needs caption for text-only RAG,Visual reference for SHOES accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""SHOES"", ""media_path"": ""xl/media/image46.png"", ""anchor"": {""from"": {""col"": 5, ""colOff"": 9525, ""row"": 14, ""rowOff"": 133350}, ""to"": {""col"": 7, ""colOff"": 432257, ""row"": 23, ""rowOff"": 164018}}}"
IMG-047,SHOES,SHOES,xl/media/image47.png,images/original/image47.png,images/thumbnails/IMG-047.png,423,641,Picture 26,,from R15C8 | to R23C10,1. Need jumping P/L at bottom if there's logo. | 2. Please add offset 0.3mm (clearance to leg) per side | 3. Arrange layout R-R and L-L and add flag on runner to make trimming process easier | 4. Tampo issue- Ensure gate position not at side area bookmask (will affect paint issue),Needs caption for text-only RAG,Visual reference for SHOES accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""SHOES"", ""media_path"": ""xl/media/image47.png"", ""anchor"": {""from"": {""col"": 7, ""colOff"": 409576, ""row"": 14, ""rowOff"": 161926}, ""to"": {""col"": 9, ""colOff"": 177216, ""row"": 22, ""rowOff"": 133350}}}"
IMG-048,SHOES,SHOES,xl/media/image48.png,images/original/image48.png,images/thumbnails/IMG-048.png,593,708,Picture 27,,from R15C10 | to R23C11,1. Need jumping P/L at bottom if there's logo. | 2. Please add offset 0.3mm (clearance to leg) per side | 3. Arrange layout R-R and L-L and add flag on runner to make trimming process easier | 4. Tampo issue- Ensure gate position not at side area bookmask (will affect paint issue),Needs caption for text-only RAG,Visual reference for SHOES accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""SHOES"", ""media_path"": ""xl/media/image48.png"", ""anchor"": {""from"": {""col"": 9, ""colOff"": 266701, ""row"": 14, ""rowOff"": 171450}, ""to"": {""col"": 10, ""colOff"": 710091, ""row"": 22, ""rowOff"": 85726}}}"
IMG-049,SHOES,SHOES,xl/media/image45.jpeg,images/original/image45.jpeg,images/thumbnails/IMG-049.png,474,358,Picture 21,,from R16C24 | to R24C27,1. Need jumping P/L at bottom if there's logo. | 2. Please add offset 0.3mm (clearance to leg) per side | 3. Arrange layout R-R and L-L and add flag on runner to make trimming process easier | 4. Tampo issue- Ensure gate position not at side area bookmask (will affect paint issue),Needs caption for text-only RAG,Visual reference for SHOES accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""SHOES"", ""media_path"": ""xl/media/image45.jpeg"", ""anchor"": {""from"": {""col"": 23, ""colOff"": 200025, ""row"": 15, ""rowOff"": 133350}, ""to"": {""col"": 26, ""colOff"": 352425, ""row"": 23, ""rowOff"": 95250}}}"
IMG-050,SHOES,SHOES,xl/media/image49.png,images/original/image49.png,images/thumbnails/IMG-050.png,418,225,Picture 36,,from R26C5 | to R35C10,1. Need jumping P/L at bottom if there's logo. | 2. Please add offset 0.3mm (clearance to leg) per side | 3. Arrange layout R-R and L-L and add flag on runner to make trimming process easier | 4. Tampo issue- Ensure gate position not at side area bookmask (will affect paint issue),Needs caption for text-only RAG,Visual reference for SHOES accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""SHOES"", ""media_path"": ""xl/media/image49.png"", ""anchor"": {""from"": {""col"": 4, ""colOff"": 571500, ""row"": 25, ""rowOff"": 47625}, ""to"": {""col"": 9, ""colOff"": 119474, ""row"": 34, ""rowOff"": 119}}}"
IMG-051,SHOES,SHOES,xl/media/image45.jpeg,images/original/image45.jpeg,images/thumbnails/IMG-051.png,474,358,Picture 29,,from R27C2 | to R35C5,1. Need jumping P/L at bottom if there's logo. | 2. Please add offset 0.3mm (clearance to leg) per side | 3. Arrange layout R-R and L-L and add flag on runner to make trimming process easier | 4. Tampo issue- Ensure gate position not at side area bookmask (will affect paint issue),Needs caption for text-only RAG,Visual reference for SHOES accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""SHOES"", ""media_path"": ""xl/media/image45.jpeg"", ""anchor"": {""from"": {""col"": 1, ""colOff"": 9525, ""row"": 26, ""rowOff"": 104775}, ""to"": {""col"": 4, ""colOff"": 161925, ""row"": 34, ""rowOff"": 66675}}}"
IMG-052,SHOES,SHOES,xl/media/image41.png,images/original/image41.png,images/thumbnails/IMG-052.png,577,809,Picture 10,,from R31C18 | to R52C23,1. Need jumping P/L at bottom if there's logo. | 2. Please add offset 0.3mm (clearance to leg) per side | 3. Arrange layout R-R and L-L and add flag on runner to make trimming process easier | 4. Tampo issue- Ensure gate position not at side area bookmask (will affect paint issue),Needs caption for text-only RAG,Visual reference for SHOES accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""SHOES"", ""media_path"": ""xl/media/image41.png"", ""anchor"": {""from"": {""col"": 17, ""colOff"": 553519, ""row"": 30, ""rowOff"": 8282}, ""to"": {""col"": 22, ""colOff"": 414485, ""row"": 51, ""rowOff"": 109610}}}"
IMG-053,SHOES,SHOES,xl/media/image51.png,images/original/image51.png,images/thumbnails/IMG-053.png,549,906,Picture 9,,from R33C29 | to R78C38,1. Need jumping P/L at bottom if there's logo. | 2. Please add offset 0.3mm (clearance to leg) per side | 3. Arrange layout R-R and L-L and add flag on runner to make trimming process easier | 4. Tampo issue- Ensure gate position not at side area bookmask (will affect paint issue),Needs caption for text-only RAG,Visual reference for SHOES accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""SHOES"", ""media_path"": ""xl/media/image51.png"", ""anchor"": {""from"": {""col"": 28, ""colOff"": 292678, ""row"": 32, ""rowOff"": 134216}, ""to"": {""col"": 37, ""colOff"": 34849, ""row"": 77, ""rowOff"": 190287}}}"
IMG-054,SHOES,SHOES,xl/media/image41.png,images/original/image41.png,images/thumbnails/IMG-054.png,577,809,Picture 28,,from R39C2 | to R48C6,1. Need jumping P/L at bottom if there's logo. | 2. Please add offset 0.3mm (clearance to leg) per side | 3. Arrange layout R-R and L-L and add flag on runner to make trimming process easier | 4. Tampo issue- Ensure gate position not at side area bookmask (will affect paint issue),Needs caption for text-only RAG,Visual reference for SHOES accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""SHOES"", ""media_path"": ""xl/media/image41.png"", ""anchor"": {""from"": {""col"": 1, ""colOff"": 47625, ""row"": 38, ""rowOff"": 23813}, ""to"": {""col"": 5, ""colOff"": 266700, ""row"": 47, ""rowOff"": 42863}}}"
IMG-055,PET(SEPARATE HEAD),PET(SEPARATE HEAD),xl/media/image57.png,images/original/image57.png,images/thumbnails/IMG-055.png,525,345,Picture 8,,from R3C14 | to R12C18,1. Put gate position on upper neck or body (not assy area) | 2. Use Z puller at main runner | 3. Ensure there are ejector's placed at sub runner | 4. Apply D shape pokayoke for neck + Groove,Needs caption for text-only RAG,Visual reference for PET(SEPARATE HEAD) accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""PET(SEPARATE HEAD)"", ""media_path"": ""xl/media/image57.png"", ""anchor"": {""from"": {""col"": 13, ""colOff"": 33618, ""row"": 2, ""rowOff"": 151280}, ""to"": {""col"": 17, ""colOff"": 386603, ""row"": 11, ""rowOff"": 29844}}}"
IMG-056,PET(SEPARATE HEAD),PET(SEPARATE HEAD),xl/media/image58.png,images/original/image58.png,images/thumbnails/IMG-056.png,609,383,Picture 31,,from R15C14 | to R27C18,1. Put gate position on upper neck or body (not assy area) | 2. Use Z puller at main runner | 3. Ensure there are ejector's placed at sub runner | 4. Apply D shape pokayoke for neck + Groove,Needs caption for text-only RAG,Visual reference for PET(SEPARATE HEAD) accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""PET(SEPARATE HEAD)"", ""media_path"": ""xl/media/image58.png"", ""anchor"": {""from"": {""col"": 13, ""colOff"": 33619, ""row"": 14, ""rowOff"": 39781}, ""to"": {""col"": 17, ""colOff"": 405654, ""row"": 26, ""rowOff"": 20731}}}"
IMG-057,PET(SEPARATE HEAD),PET(SEPARATE HEAD),xl/media/image59.png,images/original/image59.png,images/thumbnails/IMG-057.png,196,157,Picture 34,,from R15C14 | to R27C18,1. Put gate position on upper neck or body (not assy area) | 2. Use Z puller at main runner | 3. Ensure there are ejector's placed at sub runner | 4. Apply D shape pokayoke for neck + Groove,Needs caption for text-only RAG,Visual reference for PET(SEPARATE HEAD) accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""PET(SEPARATE HEAD)"", ""media_path"": ""xl/media/image59.png"", ""anchor"": {""from"": {""col"": 13, ""colOff"": 33619, ""row"": 14, ""rowOff"": 39781}, ""to"": {""col"": 17, ""colOff"": 405654, ""row"": 26, ""rowOff"": 20731}}}"
IMG-058,PET(SEPARATE HEAD),PET(SEPARATE HEAD),xl/media/image54.png,images/original/image54.png,images/thumbnails/IMG-058.png,450,407,Picture 6,,from R16C4 | to R23C11,1. Put gate position on upper neck or body (not assy area) | 2. Use Z puller at main runner | 3. Ensure there are ejector's placed at sub runner | 4. Apply D shape pokayoke for neck + Groove,Needs caption for text-only RAG,Visual reference for PET(SEPARATE HEAD) accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""PET(SEPARATE HEAD)"", ""media_path"": ""xl/media/image54.png"", ""anchor"": {""from"": {""col"": 3, ""colOff"": 15686, ""row"": 15, ""rowOff"": 127746}, ""to"": {""col"": 10, ""colOff"": 38100, ""row"": 22, ""rowOff"": 143492}}}"
IMG-059,PET(SEPARATE HEAD),PET(SEPARATE HEAD),xl/media/image55.png,images/original/image55.png,images/thumbnails/IMG-059.png,879,532,Picture 7,,from R16C4 | to R23C11,1. Put gate position on upper neck or body (not assy area) | 2. Use Z puller at main runner | 3. Ensure there are ejector's placed at sub runner | 4. Apply D shape pokayoke for neck + Groove,Needs caption for text-only RAG,Visual reference for PET(SEPARATE HEAD) accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""PET(SEPARATE HEAD)"", ""media_path"": ""xl/media/image55.png"", ""anchor"": {""from"": {""col"": 3, ""colOff"": 15686, ""row"": 15, ""rowOff"": 127746}, ""to"": {""col"": 10, ""colOff"": 38100, ""row"": 22, ""rowOff"": 143492}}}"
IMG-060,PET(SEPARATE HEAD),PET(SEPARATE HEAD),xl/media/image53.png,images/original/image53.png,images/thumbnails/IMG-060.png,557,416,Picture 2,,from R28C4 | to R34C6,1. Put gate position on upper neck or body (not assy area) | 2. Use Z puller at main runner | 3. Ensure there are ejector's placed at sub runner | 4. Apply D shape pokayoke for neck + Groove,Needs caption for text-only RAG,Visual reference for PET(SEPARATE HEAD) accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""PET(SEPARATE HEAD)"", ""media_path"": ""xl/media/image53.png"", ""anchor"": {""from"": {""col"": 3, ""colOff"": 1, ""row"": 27, ""rowOff"": 76200}, ""to"": {""col"": 5, ""colOff"": 999593, ""row"": 33, ""rowOff"": 161925}}}"
IMG-061,PET(SEPARATE HEAD),PET(SEPARATE HEAD),xl/media/image56.png,images/original/image56.png,images/thumbnails/IMG-061.png,276,252,Picture 30,,from R28C6 | to R37C9,1. Put gate position on upper neck or body (not assy area) | 2. Use Z puller at main runner | 3. Ensure there are ejector's placed at sub runner | 4. Apply D shape pokayoke for neck + Groove,Needs caption for text-only RAG,Visual reference for PET(SEPARATE HEAD) accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""PET(SEPARATE HEAD)"", ""media_path"": ""xl/media/image56.png"", ""anchor"": {""from"": {""col"": 5, ""colOff"": 822513, ""row"": 27, ""rowOff"": 60511}, ""to"": {""col"": 8, ""colOff"": 154324, ""row"": 36, ""rowOff"": 39780}}}"
IMG-062,PET(SEPARATE HEAD),PET(SEPARATE HEAD),xl/media/image60.png,images/original/image60.png,images/thumbnails/IMG-062.png,531,500,Picture 96,,from R28C9 | to R37C11,1. Put gate position on upper neck or body (not assy area) | 2. Use Z puller at main runner | 3. Ensure there are ejector's placed at sub runner | 4. Apply D shape pokayoke for neck + Groove,Needs caption for text-only RAG,Visual reference for PET(SEPARATE HEAD) accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""PET(SEPARATE HEAD)"", ""media_path"": ""xl/media/image60.png"", ""anchor"": {""from"": {""col"": 8, ""colOff"": 366554, ""row"": 27, ""rowOff"": 8233}, ""to"": {""col"": 10, ""colOff"": 169877, ""row"": 36, ""rowOff"": 165604}}}"
IMG-063,PET(SEPARATE HEAD),PET(SEPARATE HEAD),xl/media/image61.png,images/original/image61.png,images/thumbnails/IMG-063.png,548,516,Picture 97,,from R28C9 | to R37C11,1. Put gate position on upper neck or body (not assy area) | 2. Use Z puller at main runner | 3. Ensure there are ejector's placed at sub runner | 4. Apply D shape pokayoke for neck + Groove,Needs caption for text-only RAG,Visual reference for PET(SEPARATE HEAD) accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""PET(SEPARATE HEAD)"", ""media_path"": ""xl/media/image61.png"", ""anchor"": {""from"": {""col"": 8, ""colOff"": 366554, ""row"": 27, ""rowOff"": 8233}, ""to"": {""col"": 10, ""colOff"": 169877, ""row"": 36, ""rowOff"": 165604}}}"
IMG-064,SHOULDER CONNECTOR,Shoulder connector,xl/media/image65.png,images/original/image65.png,images/thumbnails/IMG-064.png,580,405,Picture 16,,from R6C1 | to R22C7,"1. Number of cav : 8 (23T) /16 (55T) | 2. Design Connector :
-Doom design : no need bump
-Hole design : 1 bump, 1 side only | 3. Runner type
-Auto : I shape
-Semi auto : H shape | 4. Please add stopper

Limit issue scratch
limit issue abuse",Needs caption for text-only RAG,Visual reference for Shoulder connector accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""Shoulder connector"", ""media_path"": ""xl/media/image65.png"", ""anchor"": {""from"": {""col"": 0, ""colOff"": 55111, ""row"": 5, ""rowOff"": 90343}, ""to"": {""col"": 6, ""colOff"": 443331, ""row"": 21, ""rowOff"": 18508}}}"
IMG-065,SHOULDER CONNECTOR,Shoulder connector,xl/media/image66.png,images/original/image66.png,images/thumbnails/IMG-065.png,338,524,Picture 20,,from R6C1 | to R22C7,"1. Number of cav : 8 (23T) /16 (55T) | 2. Design Connector :
-Doom design : no need bump
-Hole design : 1 bump, 1 side only | 3. Runner type
-Auto : I shape
-Semi auto : H shape | 4. Please add stopper

Limit issue scratch
limit issue abuse",Needs caption for text-only RAG,Visual reference for Shoulder connector accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""Shoulder connector"", ""media_path"": ""xl/media/image66.png"", ""anchor"": {""from"": {""col"": 0, ""colOff"": 55111, ""row"": 5, ""rowOff"": 90343}, ""to"": {""col"": 6, ""colOff"": 443331, ""row"": 21, ""rowOff"": 18508}}}"
IMG-066,SHOULDER CONNECTOR,Shoulder connector,xl/media/image67.png,images/original/image67.png,images/thumbnails/IMG-066.png,668,373,Picture 34,,from R6C1 | to R22C7,"1. Number of cav : 8 (23T) /16 (55T) | 2. Design Connector :
-Doom design : no need bump
-Hole design : 1 bump, 1 side only | 3. Runner type
-Auto : I shape
-Semi auto : H shape | 4. Please add stopper

Limit issue scratch
limit issue abuse",Needs caption for text-only RAG,Visual reference for Shoulder connector accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""Shoulder connector"", ""media_path"": ""xl/media/image67.png"", ""anchor"": {""from"": {""col"": 0, ""colOff"": 55111, ""row"": 5, ""rowOff"": 90343}, ""to"": {""col"": 6, ""colOff"": 443331, ""row"": 21, ""rowOff"": 18508}}}"
IMG-067,SHOULDER CONNECTOR,Shoulder connector,xl/media/image62.png,images/original/image62.png,images/thumbnails/IMG-067.png,453,577,Picture 14,,from R6C7 | to R26C10,"1. Number of cav : 8 (23T) /16 (55T) | 2. Design Connector :
-Doom design : no need bump
-Hole design : 1 bump, 1 side only | 3. Runner type
-Auto : I shape
-Semi auto : H shape | 4. Please add stopper

Limit issue scratch
limit issue abuse",Needs caption for text-only RAG,Visual reference for Shoulder connector accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""Shoulder connector"", ""media_path"": ""xl/media/image62.png"", ""anchor"": {""from"": {""col"": 6, ""colOff"": 567104, ""row"": 5, ""rowOff"": 132202}, ""to"": {""col"": 9, ""colOff"": 92701, ""row"": 25, ""rowOff"": 44782}}}"
IMG-068,SHOULDER CONNECTOR,Shoulder connector,xl/media/image63.png,images/original/image63.png,images/thumbnails/IMG-068.png,1029,379,Picture 26,,from R6C7 | to R26C10,"1. Number of cav : 8 (23T) /16 (55T) | 2. Design Connector :
-Doom design : no need bump
-Hole design : 1 bump, 1 side only | 3. Runner type
-Auto : I shape
-Semi auto : H shape | 4. Please add stopper

Limit issue scratch
limit issue abuse",Needs caption for text-only RAG,Visual reference for Shoulder connector accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""Shoulder connector"", ""media_path"": ""xl/media/image63.png"", ""anchor"": {""from"": {""col"": 6, ""colOff"": 567104, ""row"": 5, ""rowOff"": 132202}, ""to"": {""col"": 9, ""colOff"": 92701, ""row"": 25, ""rowOff"": 44782}}}"
IMG-069,SHOULDER CONNECTOR,Shoulder connector,xl/media/image64.png,images/original/image64.png,images/thumbnails/IMG-069.png,682,312,Picture 31,,from R6C7 | to R26C10,"1. Number of cav : 8 (23T) /16 (55T) | 2. Design Connector :
-Doom design : no need bump
-Hole design : 1 bump, 1 side only | 3. Runner type
-Auto : I shape
-Semi auto : H shape | 4. Please add stopper

Limit issue scratch
limit issue abuse",Needs caption for text-only RAG,Visual reference for Shoulder connector accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""Shoulder connector"", ""media_path"": ""xl/media/image64.png"", ""anchor"": {""from"": {""col"": 6, ""colOff"": 567104, ""row"": 5, ""rowOff"": 132202}, ""to"": {""col"": 9, ""colOff"": 92701, ""row"": 25, ""rowOff"": 44782}}}"
IMG-070,SHOULDER CONNECTOR,Shoulder connector,xl/media/image66.png,images/original/image66.png,images/thumbnails/IMG-070.png,338,524,Picture 113,,from R27C7 | to R42C10,"1. Number of cav : 8 (23T) /16 (55T) | 2. Design Connector :
-Doom design : no need bump
-Hole design : 1 bump, 1 side only | 3. Runner type
-Auto : I shape
-Semi auto : H shape | 4. Please add stopper

Limit issue scratch
limit issue abuse",Needs caption for text-only RAG,Visual reference for Shoulder connector accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""Shoulder connector"", ""media_path"": ""xl/media/image66.png"", ""anchor"": {""from"": {""col"": 6, ""colOff"": 360724, ""row"": 26, ""rowOff"": 120340}, ""to"": {""col"": 9, ""colOff"": 134471, ""row"": 41, ""rowOff"": 128560}}}"
IMG-071,SHOULDER CONNECTOR,Shoulder connector,xl/media/image67.png,images/original/image67.png,images/thumbnails/IMG-071.png,668,373,Picture 123,,from R27C7 | to R42C10,"1. Number of cav : 8 (23T) /16 (55T) | 2. Design Connector :
-Doom design : no need bump
-Hole design : 1 bump, 1 side only | 3. Runner type
-Auto : I shape
-Semi auto : H shape | 4. Please add stopper

Limit issue scratch
limit issue abuse",Needs caption for text-only RAG,Visual reference for Shoulder connector accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""Shoulder connector"", ""media_path"": ""xl/media/image67.png"", ""anchor"": {""from"": {""col"": 6, ""colOff"": 360724, ""row"": 26, ""rowOff"": 120340}, ""to"": {""col"": 9, ""colOff"": 134471, ""row"": 41, ""rowOff"": 128560}}}"
IMG-072,SHOULDER CONNECTOR,Shoulder connector,xl/media/image68.png,images/original/image68.png,images/thumbnails/IMG-072.png,859,496,Picture 169,,from R42C1 | to R55C7,"1. Number of cav : 8 (23T) /16 (55T) | 2. Design Connector :
-Doom design : no need bump
-Hole design : 1 bump, 1 side only | 3. Runner type
-Auto : I shape
-Semi auto : H shape | 4. Please add stopper

Limit issue scratch
limit issue abuse",Needs caption for text-only RAG,Visual reference for Shoulder connector accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""Shoulder connector"", ""media_path"": ""xl/media/image68.png"", ""anchor"": {""from"": {""col"": 0, ""colOff"": 82826, ""row"": 41, ""rowOff"": 82826}, ""to"": {""col"": 6, ""colOff"": 372718, ""row"": 54, ""rowOff"": 143061}}}"
IMG-073,ARM,Arm,xl/media/image70.jpeg,images/original/image70.jpeg,images/thumbnails/IMG-073.png,665,444,Picture 81,,from R9C1 | to R23C6,"1. No need KD | 2. Please add ribs on pocket connector | 3. Refference :
**Straight arm
4 set --> DVX72-Q601-16
**bent arm
4 set --> T7738-Q502-02
**bent&straight
2 set -->HJN31-U981-01 | 4. Matte surface finish",Needs caption for text-only RAG,Visual reference for Arm accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""Arm"", ""media_path"": ""xl/media/image70.jpeg"", ""anchor"": {""from"": {""col"": 0, ""colOff"": 0, ""row"": 8, ""rowOff"": 146477}, ""to"": {""col"": 5, ""colOff"": 470647, ""row"": 22, ""rowOff"": 174479}}}"
IMG-074,ARM,Arm,xl/media/image69.png,images/original/image69.png,images/thumbnails/IMG-074.png,654,621,Picture 82,,from R9C7 | to R40C16,"1. No need KD | 2. Please add ribs on pocket connector | 3. Refference :
**Straight arm
4 set --> DVX72-Q601-16
**bent arm
4 set --> T7738-Q502-02
**bent&straight
2 set -->HJN31-U981-01 | 4. Matte surface finish",Needs caption for text-only RAG,Visual reference for Arm accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""Arm"", ""media_path"": ""xl/media/image69.png"", ""anchor"": {""from"": {""col"": 6, ""colOff"": 68035, ""row"": 8, ""rowOff"": 140874}, ""to"": {""col"": 15, ""colOff"": 503165, ""row"": 39, ""rowOff"": 172071}}}"
IMG-075,VUM HOLDER,VUM Holder,xl/media/image71.png,images/original/image71.png,images/thumbnails/IMG-075.png,219,242,Picture 2,,from R7C1 | to R16C3,"1. Please create part cloose loop (doesn't colapse when rotate) | 2. Please ensure edge gate | 3. Please ensure holder dimension Ø5mm x 15mm length | 4. Please ensure part 1 times VUM, no separate sub runner",Needs caption for text-only RAG,Visual reference for VUM Holder accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""VUM Holder"", ""media_path"": ""xl/media/image71.png"", ""anchor"": {""from"": {""col"": 0, ""colOff"": 0, ""row"": 6, ""rowOff"": 85725}, ""to"": {""col"": 2, ""colOff"": 272561, ""row"": 15, ""rowOff"": 156146}}}"
IMG-076,VUM HOLDER,VUM Holder,xl/media/image72.png,images/original/image72.png,images/thumbnails/IMG-076.png,345,442,Picture 1,,from R7C3 | to R18C6,"1. Please create part cloose loop (doesn't colapse when rotate) | 2. Please ensure edge gate | 3. Please ensure holder dimension Ø5mm x 15mm length | 4. Please ensure part 1 times VUM, no separate sub runner",Needs caption for text-only RAG,Visual reference for VUM Holder accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""VUM Holder"", ""media_path"": ""xl/media/image72.png"", ""anchor"": {""from"": {""col"": 2, ""colOff"": 372990, ""row"": 6, ""rowOff"": 76201}, ""to"": {""col"": 5, ""colOff"": 160790, ""row"": 17, ""rowOff"": 178028}}}"
IMG-077,VUM HOLDER,VUM Holder,xl/media/image73.png,images/original/image73.png,images/thumbnails/IMG-077.png,348,638,Picture 9,,from R7C6 | to R19C9,"1. Please create part cloose loop (doesn't colapse when rotate) | 2. Please ensure edge gate | 3. Please ensure holder dimension Ø5mm x 15mm length | 4. Please ensure part 1 times VUM, no separate sub runner",Needs caption for text-only RAG,Visual reference for VUM Holder accessory standard. Add a precise engineering caption before production RAG.,"{""sheet"": ""VUM Holder"", ""media_path"": ""xl/media/image73.png"", ""anchor"": {""from"": {""col"": 5, ""colOff"": 266700, ""row"": 6, ""rowOff"": 19049}, ""to"": {""col"": 8, ""colOff"": 371740, ""row"": 18, ""rowOff"": 104775}}}"
