chunk_id,content_type,title,text_for_embedding,accessory,source,image_ids,image_paths,metadata_json
CHK-STD-SHOES-002,checklist_item,SHOES - STD-SHOES-002,"Accessory: SHOES
Standard ID: STD-SHOES-002
Requirement type: Dimension/geometry
Requirement: Please add offset 0.3mm (clearance to leg) per side
Applicability / remark: All type
Source: SHOES!C6",SHOES,SHOES!C6,IMG-038; IMG-039; IMG-040; IMG-041; IMG-042; IMG-043; IMG-044; IMG-045; IMG-046; IMG-047; IMG-048; IMG-049; IMG-050; IMG-051; IMG-052; IMG-053; IMG-054,images/original/image50.png; images/original/image42.png; images/original/image43.png; images/original/image39.jpeg; images/original/image40.png; images/original/image44.png; images/original/image52.png; images/original/image38.png; images/original/image46.png; images/original/image47.png; images/original/image48.png; images/original/image45.jpeg; images/original/image49.png; images/original/image45.jpeg; images/original/image41.png; images/original/image51.png; images/original/image41.png,"{""accessory"": ""SHOES"", ""standard_id"": ""STD-SHOES-002"", ""content_type"": ""checklist_item"", ""requirement_type"": ""Dimension/geometry"", ""source_sheet"": ""SHOES"", ""source_cell"": ""C6"", ""source_row"": 6, ""source"": ""SHOES!C6"", ""image_ids"": [""IMG-038"", ""IMG-039"", ""IMG-040"", ""IMG-041"", ""IMG-042"", ""IMG-043"", ""IMG-044"", ""IMG-045"", ""IMG-046"", ""IMG-047"", ""IMG-048"", ""IMG-049"", ""IMG-050"", ""IMG-051"", ""IMG-052"", ""IMG-053"", ""IMG-054""], ""review_flag"": """"}"
CHK-STD-SHOES-003,checklist_item,SHOES - STD-SHOES-003,"Accessory: SHOES
Standard ID: STD-SHOES-003
Requirement type: Gate/runner/trimming
Requirement: Arrange layout R-R and L-L and add flag on runner to make trimming process easier
Applicability / remark: All type
Source: SHOES!C7",SHOES,SHOES!C7,IMG-038; IMG-039; IMG-040; IMG-041; IMG-042; IMG-043; IMG-044; IMG-045; IMG-046; IMG-047; IMG-048; IMG-049; IMG-050; IMG-051; IMG-052; IMG-053; IMG-054,images/original/image50.png; images/original/image42.png; images/original/image43.png; images/original/image39.jpeg; images/original/image40.png; images/original/image44.png; images/original/image52.png; images/original/image38.png; images/original/image46.png; images/original/image47.png; images/original/image48.png; images/original/image45.jpeg; images/original/image49.png; images/original/image45.jpeg; images/original/image41.png; images/original/image51.png; images/original/image41.png,"{""accessory"": ""SHOES"", ""standard_id"": ""STD-SHOES-003"", ""content_type"": ""checklist_item"", ""requirement_type"": ""Gate/runner/trimming"", ""source_sheet"": ""SHOES"", ""source_cell"": ""C7"", ""source_row"": 7, ""source"": ""SHOES!C7"", ""image_ids"": [""IMG-038"", ""IMG-039"", ""IMG-040"", ""IMG-041"", ""IMG-042"", ""IMG-043"", ""IMG-044"", ""IMG-045"", ""IMG-046"", ""IMG-047"", ""IMG-048"", ""IMG-049"", ""IMG-050"", ""IMG-051"", ""IMG-052"", ""IMG-053"", ""IMG-054""], ""review_flag"": """"}"
CHK-STD-SHOES-004,checklist_item,SHOES - STD-SHOES-004,"Accessory: SHOES
Standard ID: STD-SHOES-004
Requirement type: Decoration/marking
Requirement: Tampo issue- Ensure gate position not at side area bookmask (will affect paint issue)
Applicability / remark: All type
Source: SHOES!C8",SHOES,SHOES!C8,IMG-038; IMG-039; IMG-040; IMG-041; IMG-042; IMG-043; IMG-044; IMG-045; IMG-046; IMG-047; IMG-048; IMG-049; IMG-050; IMG-051; IMG-052; IMG-053; IMG-054,images/original/image50.png; images/original/image42.png; images/original/image43.png; images/original/image39.jpeg; images/original/image40.png; images/original/image44.png; images/original/image52.png; images/original/image38.png; images/original/image46.png; images/original/image47.png; images/original/image48.png; images/original/image45.jpeg; images/original/image49.png; images/original/image45.jpeg; images/original/image41.png; images/original/image51.png; images/original/image41.png,"{""accessory"": ""SHOES"", ""standard_id"": ""STD-SHOES-004"", ""content_type"": ""checklist_item"", ""requirement_type"": ""Decoration/marking"", ""source_sheet"": ""SHOES"", ""source_cell"": ""C8"", ""source_row"": 8, ""source"": ""SHOES!C8"", ""image_ids"": [""IMG-038"", ""IMG-039"", ""IMG-040"", ""IMG-041"", ""IMG-042"", ""IMG-043"", ""IMG-044"", ""IMG-045"", ""IMG-046"", ""IMG-047"", ""IMG-048"", ""IMG-049"", ""IMG-050"", ""IMG-051"", ""IMG-052"", ""IMG-053"", ""IMG-054""], ""review_flag"": """"}"
CHK-STD-SHOES-005,checklist_item,SHOES - STD-SHOES-005,"Accessory: SHOES
Standard ID: STD-SHOES-005
Requirement type: Decoration/marking
Requirement: Tampo issue - sculpted step w/ 0.5mm Radius or chamfer, 5 degree draft for tampo
Applicability / remark: Optional
Source: SHOES!C9",SHOES,SHOES!C9,IMG-038; IMG-039; IMG-040; IMG-041; IMG-042; IMG-043; IMG-044; IMG-045; IMG-046; IMG-047; IMG-048; IMG-049; IMG-050; IMG-051; IMG-052; IMG-053; IMG-054,images/original/image50.png; images/original/image42.png; images/original/image43.png; images/original/image39.jpeg; images/original/image40.png; images/original/image44.png; images/original/image52.png; images/original/image38.png; images/original/image46.png; images/original/image47.png; images/original/image48.png; images/original/image45.jpeg; images/original/image49.png; images/original/image45.jpeg; images/original/image41.png; images/original/image51.png; images/original/image41.png,"{""accessory"": ""SHOES"", ""standard_id"": ""STD-SHOES-005"", ""content_type"": ""checklist_item"", ""requirement_type"": ""Decoration/marking"", ""source_sheet"": ""SHOES"", ""source_cell"": ""C9"", ""source_row"": 9, ""source"": ""SHOES!C9"", ""image_ids"": [""IMG-038"", ""IMG-039"", ""IMG-040"", ""IMG-041"", ""IMG-042"", ""IMG-043"", ""IMG-044"", ""IMG-045"", ""IMG-046"", ""IMG-047"", ""IMG-048"", ""IMG-049"", ""IMG-050"", ""IMG-051"", ""IMG-052"", ""IMG-053"", ""IMG-054""], ""review_flag"": """"}"
CHK-STD-SHOES-006,checklist_item,SHOES - STD-SHOES-006,"Accessory: SHOES
Standard ID: STD-SHOES-006
Requirement type: Mold/tooling
Requirement: Ensure no undercut for bit/sculpture
Applicability / remark: All type
Source: SHOES!C10",SHOES,SHOES!C10,IMG-038; IMG-039; IMG-040; IMG-041; IMG-042; IMG-043; IMG-044; IMG-045; IMG-046; IMG-047; IMG-048; IMG-049; IMG-050; IMG-051; IMG-052; IMG-053; IMG-054,images/original/image50.png; images/original/image42.png; images/original/image43.png; images/original/image39.jpeg; images/original/image40.png; images/original/image44.png; images/original/image52.png; images/original/image38.png; images/original/image46.png; images/original/image47.png; images/original/image48.png; images/original/image45.jpeg; images/original/image49.png; images/original/image45.jpeg; images/original/image41.png; images/original/image51.png; images/original/image41.png,"{""accessory"": ""SHOES"", ""standard_id"": ""STD-SHOES-006"", ""content_type"": ""checklist_item"", ""requirement_type"": ""Mold/tooling"", ""source_sheet"": ""SHOES"", ""source_cell"": ""C10"", ""source_row"": 10, ""source"": ""SHOES!C10"", ""image_ids"": [""IMG-038"", ""IMG-039"", ""IMG-040"", ""IMG-041"", ""IMG-042"", ""IMG-043"", ""IMG-044"", ""IMG-045"", ""IMG-046"", ""IMG-047"", ""IMG-048"", ""IMG-049"", ""IMG-050"", ""IMG-051"", ""IMG-052"", ""IMG-053"", ""IMG-054""], ""review_flag"": """"}"
CHK-STD-SHOES-007,checklist_item,SHOES - STD-SHOES-007,"Accessory: SHOES
Standard ID: STD-SHOES-007
Requirement type: Assembly/fit
Requirement: Ensure there's open loop slit (to make detached part process easy)
Applicability / remark: All type
Source: SHOES!C11",SHOES,SHOES!C11,IMG-038; IMG-039; IMG-040; IMG-041; IMG-042; IMG-043; IMG-044; IMG-045; IMG-046; IMG-047; IMG-048; IMG-049; IMG-050; IMG-051; IMG-052; IMG-053; IMG-054,images/original/image50.png; images/original/image42.png; images/original/image43.png; images/original/image39.jpeg; images/original/image40.png; images/original/image44.png; images/original/image52.png; images/original/image38.png; images/original/image46.png; images/original/image47.png; images/original/image48.png; images/original/image45.jpeg; images/original/image49.png; images/original/image45.jpeg; images/original/image41.png; images/original/image51.png; images/original/image41.png,"{""accessory"": ""SHOES"", ""standard_id"": ""STD-SHOES-007"", ""content_type"": ""checklist_item"", ""requirement_type"": ""Assembly/fit"", ""source_sheet"": ""SHOES"", ""source_cell"": ""C11"", ""source_row"": 11, ""source"": ""SHOES!C11"", ""image_ids"": [""IMG-038"", ""IMG-039"", ""IMG-040"", ""IMG-041"", ""IMG-042"", ""IMG-043"", ""IMG-044"", ""IMG-045"", ""IMG-046"", ""IMG-047"", ""IMG-048"", ""IMG-049"", ""IMG-050"", ""IMG-051"", ""IMG-052"", ""IMG-053"", ""IMG-054""], ""review_flag"": """"}"
CHK-STD-SHOES-008,checklist_item,SHOES - STD-SHOES-008,"Accessory: SHOES
Standard ID: STD-SHOES-008
Requirement type: Mold/tooling
Requirement: Please apply qty cavity acs below:
simple deco --> 6 cav (CLN62-S501-02)
complex deco --> 4 cav (common design)
Applicability / remark: All type
Source: SHOES!C12",SHOES,SHOES!C12,IMG-038; IMG-039; IMG-040; IMG-041; IMG-042; IMG-043; IMG-044; IMG-045; IMG-046; IMG-047; IMG-048; IMG-049; IMG-050; IMG-051; IMG-052; IMG-053; IMG-054,images/original/image50.png; images/original/image42.png; images/original/image43.png; images/original/image39.jpeg; images/original/image40.png; images/original/image44.png; images/original/image52.png; images/original/image38.png; images/original/image46.png; images/original/image47.png; images/original/image48.png; images/original/image45.jpeg; images/original/image49.png; images/original/image45.jpeg; images/original/image41.png; images/original/image51.png; images/original/image41.png,"{""accessory"": ""SHOES"", ""standard_id"": ""STD-SHOES-008"", ""content_type"": ""checklist_item"", ""requirement_type"": ""Mold/tooling"", ""source_sheet"": ""SHOES"", ""source_cell"": ""C12"", ""source_row"": 12, ""source"": ""SHOES!C12"", ""image_ids"": [""IMG-038"", ""IMG-039"", ""IMG-040"", ""IMG-041"", ""IMG-042"", ""IMG-043"", ""IMG-044"", ""IMG-045"", ""IMG-046"", ""IMG-047"", ""IMG-048"", ""IMG-049"", ""IMG-050"", ""IMG-051"", ""IMG-052"", ""IMG-053"", ""IMG-054""], ""review_flag"": """"}"
CHK-STD-SHOES-009,checklist_item,SHOES - STD-SHOES-009,"Accessory: SHOES
Standard ID: STD-SHOES-009
Requirement type: Mold/tooling
Requirement: Please minimize floating core slit height (image below) for easier demold process
Applicability / remark: All type
Source: SHOES!C13",SHOES,SHOES!C13,IMG-038; IMG-039; IMG-040; IMG-041; IMG-042; IMG-043; IMG-044; IMG-045; IMG-046; IMG-047; IMG-048; IMG-049; IMG-050; IMG-051; IMG-052; IMG-053; IMG-054,images/original/image50.png; images/original/image42.png; images/original/image43.png; images/original/image39.jpeg; images/original/image40.png; images/original/image44.png; images/original/image52.png; images/original/image38.png; images/original/image46.png; images/original/image47.png; images/original/image48.png; images/original/image45.jpeg; images/original/image49.png; images/original/image45.jpeg; images/original/image41.png; images/original/image51.png; images/original/image41.png,"{""accessory"": ""SHOES"", ""standard_id"": ""STD-SHOES-009"", ""content_type"": ""checklist_item"", ""requirement_type"": ""Mold/tooling"", ""source_sheet"": ""SHOES"", ""source_cell"": ""C13"", ""source_row"": 13, ""source"": ""SHOES!C13"", ""image_ids"": [""IMG-038"", ""IMG-039"", ""IMG-040"", ""IMG-041"", ""IMG-042"", ""IMG-043"", ""IMG-044"", ""IMG-045"", ""IMG-046"", ""IMG-047"", ""IMG-048"", ""IMG-049"", ""IMG-050"", ""IMG-051"", ""IMG-052"", ""IMG-053"", ""IMG-054""], ""review_flag"": """"}"
CHK-STD-PET_SEPARATE_HEAD-001,checklist_item,PET(SEPARATE HEAD) - STD-PET_SEPARATE_HEAD-001,"Accessory: PET(SEPARATE HEAD)
Standard ID: STD-PET_SEPARATE_HEAD-001
Requirement type: Gate/runner/trimming
Requirement: Put gate position on upper neck or body (not assy area)
Applicability / remark: 
Source: PET(SEPARATE HEAD)!B5",PET(SEPARATE HEAD),PET(SEPARATE HEAD)!B5,IMG-055; IMG-056; IMG-057; IMG-058; IMG-059; IMG-060; IMG-061; IMG-062; IMG-063,images/original/image57.png; images/original/image58.png; images/original/image59.png; images/original/image54.png; images/original/image55.png; images/original/image53.png; images/original/image56.png; images/original/image60.png; images/original/image61.png,"{""accessory"": ""PET(SEPARATE HEAD)"", ""standard_id"": ""STD-PET_SEPARATE_HEAD-001"", ""content_type"": ""checklist_item"", ""requirement_type"": ""Gate/runner/trimming"", ""source_sheet"": ""PET(SEPARATE HEAD)"", ""source_cell"": ""B5"", ""source_row"": 5, ""source"": ""PET(SEPARATE HEAD)!B5"", ""image_ids"": [""IMG-055"", ""IMG-056"", ""IMG-057"", ""IMG-058"", ""IMG-059"", ""IMG-060"", ""IMG-061"", ""IMG-062"", ""IMG-063""], ""review_flag"": """"}"
CHK-STD-PET_SEPARATE_HEAD-002,checklist_item,PET(SEPARATE HEAD) - STD-PET_SEPARATE_HEAD-002,"Accessory: PET(SEPARATE HEAD)
Standard ID: STD-PET_SEPARATE_HEAD-002
Requirement type: Gate/runner/trimming
Requirement: Use Z puller at main runner
Applicability / remark: 
Source: PET(SEPARATE HEAD)!B6",PET(SEPARATE HEAD),PET(SEPARATE HEAD)!B6,IMG-055; IMG-056; IMG-057; IMG-058; IMG-059; IMG-060; IMG-061; IMG-062; IMG-063,images/original/image57.png; images/original/image58.png; images/original/image59.png; images/original/image54.png; images/original/image55.png; images/original/image53.png; images/original/image56.png; images/original/image60.png; images/original/image61.png,"{""accessory"": ""PET(SEPARATE HEAD)"", ""standard_id"": ""STD-PET_SEPARATE_HEAD-002"", ""content_type"": ""checklist_item"", ""requirement_type"": ""Gate/runner/trimming"", ""source_sheet"": ""PET(SEPARATE HEAD)"", ""source_cell"": ""B6"", ""source_row"": 6, ""source"": ""PET(SEPARATE HEAD)!B6"", ""image_ids"": [""IMG-055"", ""IMG-056"", ""IMG-057"", ""IMG-058"", ""IMG-059"", ""IMG-060"", ""IMG-061"", ""IMG-062"", ""IMG-063""], ""review_flag"": """"}"
CHK-STD-PET_SEPARATE_HEAD-003,checklist_item,PET(SEPARATE HEAD) - STD-PET_SEPARATE_HEAD-003,"Accessory: PET(SEPARATE HEAD)
Standard ID: STD-PET_SEPARATE_HEAD-003
Requirement type: Gate/runner/trimming
Requirement: Ensure there are ejector's placed at sub runner
Applicability / remark: 
Source: PET(SEPARATE HEAD)!B7",PET(SEPARATE HEAD),PET(SEPARATE HEAD)!B7,IMG-055; IMG-056; IMG-057; IMG-058; IMG-059; IMG-060; IMG-061; IMG-062; IMG-063,images/original/image57.png; images/original/image58.png; images/original/image59.png; images/original/image54.png; images/original/image55.png; images/original/image53.png; images/original/image56.png; images/original/image60.png; images/original/image61.png,"{""accessory"": ""PET(SEPARATE HEAD)"", ""standard_id"": ""STD-PET_SEPARATE_HEAD-003"", ""content_type"": ""checklist_item"", ""requirement_type"": ""Gate/runner/trimming"", ""source_sheet"": ""PET(SEPARATE HEAD)"", ""source_cell"": ""B7"", ""source_row"": 7, ""source"": ""PET(SEPARATE HEAD)!B7"", ""image_ids"": [""IMG-055"", ""IMG-056"", ""IMG-057"", ""IMG-058"", ""IMG-059"", ""IMG-060"", ""IMG-061"", ""IMG-062"", ""IMG-063""], ""review_flag"": """"}"
CHK-STD-PET_SEPARATE_HEAD-004,checklist_item,PET(SEPARATE HEAD) - STD-PET_SEPARATE_HEAD-004,"Accessory: PET(SEPARATE HEAD)
Standard ID: STD-PET_SEPARATE_HEAD-004
Requirement type: General design
Requirement: Apply D shape pokayoke for neck + Groove
Applicability / remark: 
Source: PET(SEPARATE HEAD)!B8",PET(SEPARATE HEAD),PET(SEPARATE HEAD)!B8,IMG-055; IMG-056; IMG-057; IMG-058; IMG-059; IMG-060; IMG-061; IMG-062; IMG-063,images/original/image57.png; images/original/image58.png; images/original/image59.png; images/original/image54.png; images/original/image55.png; images/original/image53.png; images/original/image56.png; images/original/image60.png; images/original/image61.png,"{""accessory"": ""PET(SEPARATE HEAD)"", ""standard_id"": ""STD-PET_SEPARATE_HEAD-004"", ""content_type"": ""checklist_item"", ""requirement_type"": ""General design"", ""source_sheet"": ""PET(SEPARATE HEAD)"", ""source_cell"": ""B8"", ""source_row"": 8, ""source"": ""PET(SEPARATE HEAD)!B8"", ""image_ids"": [""IMG-055"", ""IMG-056"", ""IMG-057"", ""IMG-058"", ""IMG-059"", ""IMG-060"", ""IMG-061"", ""IMG-062"", ""IMG-063""], ""review_flag"": """"}"
CHK-STD-PET_SEPARATE_HEAD-005,checklist_item,PET(SEPARATE HEAD) - STD-PET_SEPARATE_HEAD-005,"Accessory: PET(SEPARATE HEAD)
Standard ID: STD-PET_SEPARATE_HEAD-005
Requirement type: Dimension/geometry
Requirement: Add space on neck to head 2-3mm
Applicability / remark: 
Source: PET(SEPARATE HEAD)!B9",PET(SEPARATE HEAD),PET(SEPARATE HEAD)!B9,IMG-055; IMG-056; IMG-057; IMG-058; IMG-059; IMG-060; IMG-061; IMG-062; IMG-063,images/original/image57.png; images/original/image58.png; images/original/image59.png; images/original/image54.png; images/original/image55.png; images/original/image53.png; images/original/image56.png; images/original/image60.png; images/original/image61.png,"{""accessory"": ""PET(SEPARATE HEAD)"", ""standard_id"": ""STD-PET_SEPARATE_HEAD-005"", ""content_type"": ""checklist_item"", ""requirement_type"": ""Dimension/geometry"", ""source_sheet"": ""PET(SEPARATE HEAD)"", ""source_cell"": ""B9"", ""source_row"": 9, ""source"": ""PET(SEPARATE HEAD)!B9"", ""image_ids"": [""IMG-055"", ""IMG-056"", ""IMG-057"", ""IMG-058"", ""IMG-059"", ""IMG-060"", ""IMG-061"", ""IMG-062"", ""IMG-063""], ""review_flag"": """"}"
CHK-STD-PET_SEPARATE_HEAD-006,checklist_item,PET(SEPARATE HEAD) - STD-PET_SEPARATE_HEAD-006,"Accessory: PET(SEPARATE HEAD)
Standard ID: STD-PET_SEPARATE_HEAD-006
Requirement type: Mold/tooling
Requirement: Add cav number on body and inside head (not assy area)
Applicability / remark: 
Source: PET(SEPARATE HEAD)!B10",PET(SEPARATE HEAD),PET(SEPARATE HEAD)!B10,IMG-055; IMG-056; IMG-057; IMG-058; IMG-059; IMG-060; IMG-061; IMG-062; IMG-063,images/original/image57.png; images/original/image58.png; images/original/image59.png; images/original/image54.png; images/original/image55.png; images/original/image53.png; images/original/image56.png; images/original/image60.png; images/original/image61.png,"{""accessory"": ""PET(SEPARATE HEAD)"", ""standard_id"": ""STD-PET_SEPARATE_HEAD-006"", ""content_type"": ""checklist_item"", ""requirement_type"": ""Mold/tooling"", ""source_sheet"": ""PET(SEPARATE HEAD)"", ""source_cell"": ""B10"", ""source_row"": 10, ""source"": ""PET(SEPARATE HEAD)!B10"", ""image_ids"": [""IMG-055"", ""IMG-056"", ""IMG-057"", ""IMG-058"", ""IMG-059"", ""IMG-060"", ""IMG-061"", ""IMG-062"", ""IMG-063""], ""review_flag"": """"}"
CHK-STD-PET_SEPARATE_HEAD-007,checklist_item,PET(SEPARATE HEAD) - STD-PET_SEPARATE_HEAD-007,"Accessory: PET(SEPARATE HEAD)
Standard ID: STD-PET_SEPARATE_HEAD-007
Requirement type: Assembly/fit
Requirement: Add KD area head and neck (assembly area)
Applicability / remark: 
Source: PET(SEPARATE HEAD)!B11",PET(SEPARATE HEAD),PET(SEPARATE HEAD)!B11,IMG-055; IMG-056; IMG-057; IMG-058; IMG-059; IMG-060; IMG-061; IMG-062; IMG-063,images/original/image57.png; images/original/image58.png; images/original/image59.png; images/original/image54.png; images/original/image55.png; images/original/image53.png; images/original/image56.png; images/original/image60.png; images/original/image61.png,"{""accessory"": ""PET(SEPARATE HEAD)"", ""standard_id"": ""STD-PET_SEPARATE_HEAD-007"", ""content_type"": ""checklist_item"", ""requirement_type"": ""Assembly/fit"", ""source_sheet"": ""PET(SEPARATE HEAD)"", ""source_cell"": ""B11"", ""source_row"": 11, ""source"": ""PET(SEPARATE HEAD)!B11"", ""image_ids"": [""IMG-055"", ""IMG-056"", ""IMG-057"", ""IMG-058"", ""IMG-059"", ""IMG-060"", ""IMG-061"", ""IMG-062"", ""IMG-063""], ""review_flag"": """"}"
CHK-STD-PET_SEPARATE_HEAD-008,checklist_item,PET(SEPARATE HEAD) - STD-PET_SEPARATE_HEAD-008,"Accessory: PET(SEPARATE HEAD)
Standard ID: STD-PET_SEPARATE_HEAD-008
Requirement type: Gate/runner/trimming
Requirement: Add tool no at runner
Applicability / remark: 
Source: PET(SEPARATE HEAD)!B12",PET(SEPARATE HEAD),PET(SEPARATE HEAD)!B12,IMG-055; IMG-056; IMG-057; IMG-058; IMG-059; IMG-060; IMG-061; IMG-062; IMG-063,images/original/image57.png; images/original/image58.png; images/original/image59.png; images/original/image54.png; images/original/image55.png; images/original/image53.png; images/original/image56.png; images/original/image60.png; images/original/image61.png,"{""accessory"": ""PET(SEPARATE HEAD)"", ""standard_id"": ""STD-PET_SEPARATE_HEAD-008"", ""content_type"": ""checklist_item"", ""requirement_type"": ""Gate/runner/trimming"", ""source_sheet"": ""PET(SEPARATE HEAD)"", ""source_cell"": ""B12"", ""source_row"": 12, ""source"": ""PET(SEPARATE HEAD)!B12"", ""image_ids"": [""IMG-055"", ""IMG-056"", ""IMG-057"", ""IMG-058"", ""IMG-059"", ""IMG-060"", ""IMG-061"", ""IMG-062"", ""IMG-063""], ""review_flag"": """"}"
CHK-STD-PET_SEPARATE_HEAD-009,checklist_item,PET(SEPARATE HEAD) - STD-PET_SEPARATE_HEAD-009,"Accessory: PET(SEPARATE HEAD)
Standard ID: STD-PET_SEPARATE_HEAD-009
Requirement type: Mold/tooling
Requirement: Please add cooling on slider (pet head)
Applicability / remark: 
Source: PET(SEPARATE HEAD)!B13",PET(SEPARATE HEAD),PET(SEPARATE HEAD)!B13,IMG-055; IMG-056; IMG-057; IMG-058; IMG-059; IMG-060; IMG-061; IMG-062; IMG-063,images/original/image57.png; images/original/image58.png; images/original/image59.png; images/original/image54.png; images/original/image55.png; images/original/image53.png; images/original/image56.png; images/original/image60.png; images/original/image61.png,"{""accessory"": ""PET(SEPARATE HEAD)"", ""standard_id"": ""STD-PET_SEPARATE_HEAD-009"", ""content_type"": ""checklist_item"", ""requirement_type"": ""Mold/tooling"", ""source_sheet"": ""PET(SEPARATE HEAD)"", ""source_cell"": ""B13"", ""source_row"": 13, ""source"": ""PET(SEPARATE HEAD)!B13"", ""image_ids"": [""IMG-055"", ""IMG-056"", ""IMG-057"", ""IMG-058"", ""IMG-059"", ""IMG-060"", ""IMG-061"", ""IMG-062"", ""IMG-063""], ""review_flag"": """"}"
CHK-STD-PET_SEPARATE_HEAD-010,checklist_item,PET(SEPARATE HEAD) - STD-PET_SEPARATE_HEAD-010,"Accessory: PET(SEPARATE HEAD)
Standard ID: STD-PET_SEPARATE_HEAD-010
Requirement type: Mold/tooling
Requirement: Develop Jig cooling
Applicability / remark: 
Source: PET(SEPARATE HEAD)!B14",PET(SEPARATE HEAD),PET(SEPARATE HEAD)!B14,IMG-055; IMG-056; IMG-057; IMG-058; IMG-059; IMG-060; IMG-061; IMG-062; IMG-063,images/original/image57.png; images/original/image58.png; images/original/image59.png; images/original/image54.png; images/original/image55.png; images/original/image53.png; images/original/image56.png; images/original/image60.png; images/original/image61.png,"{""accessory"": ""PET(SEPARATE HEAD)"", ""standard_id"": ""STD-PET_SEPARATE_HEAD-010"", ""content_type"": ""checklist_item"", ""requirement_type"": ""Mold/tooling"", ""source_sheet"": ""PET(SEPARATE HEAD)"", ""source_cell"": ""B14"", ""source_row"": 14, ""source"": ""PET(SEPARATE HEAD)!B14"", ""image_ids"": [""IMG-055"", ""IMG-056"", ""IMG-057"", ""IMG-058"", ""IMG-059"", ""IMG-060"", ""IMG-061"", ""IMG-062"", ""IMG-063""], ""review_flag"": """"}"
CHK-STD-SHOULDER_CONNECTOR-001,checklist_item,SHOULDER CONNECTOR - STD-SHOULDER_CONNECTOR-001,"Accessory: SHOULDER CONNECTOR
Standard ID: STD-SHOULDER_CONNECTOR-001
Requirement type: Mold/tooling
Requirement: Number of cav : 8 (23T) /16 (55T)
Applicability / remark: All type
Source: Shoulder connector!B2",SHOULDER CONNECTOR,Shoulder connector!B2,IMG-064; IMG-065; IMG-066; IMG-067; IMG-068; IMG-069; IMG-070; IMG-071; IMG-072,images/original/image65.png; images/original/image66.png; images/original/image67.png; images/original/image62.png; images/original/image63.png; images/original/image64.png; images/original/image66.png; images/original/image67.png; images/original/image68.png,"{""accessory"": ""SHOULDER CONNECTOR"", ""standard_id"": ""STD-SHOULDER_CONNECTOR-001"", ""content_type"": ""checklist_item"", ""requirement_type"": ""Mold/tooling"", ""source_sheet"": ""Shoulder connector"", ""source_cell"": ""B2"", ""source_row"": 2, ""source"": ""Shoulder connector!B2"", ""image_ids"": [""IMG-064"", ""IMG-065"", ""IMG-066"", ""IMG-067"", ""IMG-068"", ""IMG-069"", ""IMG-070"", ""IMG-071"", ""IMG-072""], ""review_flag"": """"}"
CHK-STD-SHOULDER_CONNECTOR-002,checklist_item,SHOULDER CONNECTOR - STD-SHOULDER_CONNECTOR-002,"Accessory: SHOULDER CONNECTOR
Standard ID: STD-SHOULDER_CONNECTOR-002
Requirement type: Assembly/fit
Requirement: Design Connector :
-Doom design : no need bump
-Hole design : 1 bump, 1 side only
Applicability / remark: All type
Source: Shoulder connector!B3",SHOULDER CONNECTOR,Shoulder connector!B3,IMG-064; IMG-065; IMG-066; IMG-067; IMG-068; IMG-069; IMG-070; IMG-071; IMG-072,images/original/image65.png; images/original/image66.png; images/original/image67.png; images/original/image62.png; images/original/image63.png; images/original/image64.png; images/original/image66.png; images/original/image67.png; images/original/image68.png,"{""accessory"": ""SHOULDER CONNECTOR"", ""standard_id"": ""STD-SHOULDER_CONNECTOR-002"", ""content_type"": ""checklist_item"", ""requirement_type"": ""Assembly/fit"", ""source_sheet"": ""Shoulder connector"", ""source_cell"": ""B3"", ""source_row"": 3, ""source"": ""Shoulder connector!B3"", ""image_ids"": [""IMG-064"", ""IMG-065"", ""IMG-066"", ""IMG-067"", ""IMG-068"", ""IMG-069"", ""IMG-070"", ""IMG-071"", ""IMG-072""], ""review_flag"": """"}"
CHK-STD-SHOULDER_CONNECTOR-003,checklist_item,SHOULDER CONNECTOR - STD-SHOULDER_CONNECTOR-003,"Accessory: SHOULDER CONNECTOR
Standard ID: STD-SHOULDER_CONNECTOR-003
Requirement type: Gate/runner/trimming
Requirement: Runner type
-Auto : I shape
-Semi auto : H shape
Applicability / remark: All type
Source: Shoulder connector!B4",SHOULDER CONNECTOR,Shoulder connector!B4,IMG-064; IMG-065; IMG-066; IMG-067; IMG-068; IMG-069; IMG-070; IMG-071; IMG-072,images/original/image65.png; images/original/image66.png; images/original/image67.png; images/original/image62.png; images/original/image63.png; images/original/image64.png; images/original/image66.png; images/original/image67.png; images/original/image68.png,"{""accessory"": ""SHOULDER CONNECTOR"", ""standard_id"": ""STD-SHOULDER_CONNECTOR-003"", ""content_type"": ""checklist_item"", ""requirement_type"": ""Gate/runner/trimming"", ""source_sheet"": ""Shoulder connector"", ""source_cell"": ""B4"", ""source_row"": 4, ""source"": ""Shoulder connector!B4"", ""image_ids"": [""IMG-064"", ""IMG-065"", ""IMG-066"", ""IMG-067"", ""IMG-068"", ""IMG-069"", ""IMG-070"", ""IMG-071"", ""IMG-072""], ""review_flag"": """"}"
